,Prostatic Neoplasms,Stomach Neoplasms,Urinary Bladder Neoplasms,Breast Neoplasms,Thyroid Neoplasms,Pancreatic Neoplasms,Ovarian Neoplasms,Astrocytoma,"Carcinoma, Pancreatic Ductal","Carcinoma, Non-Small-Cell Lung",Uterine Cervical Neoplasms,"Carcinoma, Hepatocellular","Pleural Effusion, Malignant",Colorectal Neoplasms,Multiple Myeloma,Neurodegenerative Diseases,Glioma,"Carcinoma, Renal Cell",Testicular Germ Cell Tumor,Lymphoma,Myeloproliferative Disorders,"Leukemia, Lymphocytic, Chronic, B-Cell",Seizures,Esophageal Neoplasms,Beckwith-Wiedemann Syndrome,DiGeorge Syndrome,Huntington Disease,Glioblastoma,"Multiple Sclerosis, Relapsing-Remitting",Osteosarcoma,Esophageal Squamous Cell Carcinoma,Hepatoblastoma,Ovarian epithelial cancer,Pheochromocytoma,"Carcinoma, Squamous Cell",Lung Neoplasms,Pituitary Neoplasms,"Carcinoma, Islet Cell",Neuroblastoma,Colonic Neoplasms,Gallbladder Neoplasms,Meningioma,"Thyroid cancer, papillary","Leukemia, Myelogenous, Chronic, BCR-ABL Positive","Leukemia, Myeloid, Acute",Leukemia,Endometrial Neoplasms,"Leukemia, T-Cell",Pseudohypoaldosteronism,Diabetes Mellitus,Medulloblastoma,Hyperprolactinemia,Neoplasms,Choriocarcinoma,Laryngeal Neoplasms,"Neoplasms, Germ Cell and Embryonal",Coronary Artery Disease,Liver Neoplasms,Trophoblastic Neoplasms,"Arthritis, Rheumatoid",Nasopharyngeal Neoplasms,"Leukemia, Promyelocytic, Acute",Burkitt Lymphoma,Peripheral Nervous System Diseases,Alzheimer Disease,Prader-Willi Syndrome,Autistic Disorder,Melanoma,"Carcinoma, Basal Cell",Testicular Neoplasms,"Neoplasms, Squamous Cell",Schizophrenia,Myocardial Infarction,Acquired Immunodeficiency Syndrome,Psoriasis,"Diabetes Mellitus, Type 2",Obesity,Fibroma,Triple Negative Breast Neoplasms,Kidney Neoplasms,Fibrosarcoma,"Sarcoma, Endometrial Stromal","Aging, Premature",Fragile X Syndrome,Silver-Russell Syndrome,"Intracranial Hemorrhage, Hypertensive","Stroke, Lacunar",Glaucoma,Intracranial Aneurysm,Cardiovascular Diseases,Carotid Stenosis,Atherosclerosis,Endometriosis,"Neurofibroma, Plexiform",Neurofibromatoses,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Ependymoma,Small Cell Lung Carcinoma,"Carcinoma, squamous cell of head and neck","Lymphoma, B-Cell",Gastrointestinal Stromal Tumors,Parkinson Disease,Dermatomyositis,Leishmaniasis,Polymyositis,Periodontitis,"Aortic Aneurysm, Abdominal",Aortic Aneurysm,Coronary Disease,Stroke,Nervous System Neoplasms,Peripheral Arterial Disease,Bone Diseases,Down Syndrome,"Telangiectasia, Hereditary Hemorrhagic",Autoimmune Diseases,"Lupus Erythematosus, Systemic",Adrenocortical Carcinoma,Hydatidiform Mole,Congenital Hyperinsulinism,Gestational Trophoblastic Disease,Hyperhomocysteinemia,Infertility,Marek Disease,Mullerian aplasia,Polycythemia Vera,Neural Tube Defects,Pre-Eclampsia,Wilms Tumor,Gastrointestinal Neoplasms,Uterine Neoplasms,Substance-Related Disorders,Myelodysplastic Syndromes,Amyotrophic Lateral Sclerosis,Frontotemporal Lobar Degeneration,"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies",Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Angelman Syndrome,Klinefelter Syndrome,"Carcinoma, Ductal","Osteoporosis, Postmenopausal","Glomerulonephritis, Membranous",Diabetic Cardiomyopathies,Vulvar Neoplasms,Kidney Diseases,"Purpura, Thrombocytopenic",Liver Diseases,"Renal Insufficiency, Chronic","Colitis, Ulcerative","Digestive System Neoplasms, Gastrointestinal Neoplasms",Uveal melanoma,Hemangioma,Pneumoconiosis,Retinal Degeneration,"Leukemia, B-Cell",Asthma,Hypertension,"Hypertension, Pulmonary",Heart Failure,"Lymphoma, Large B-Cell, Diffuse",Temporomandibular Joint Disorders,"Vitreoretinopathy, Proliferative",Diabetic Retinopathy,Retinoblastoma,"Heart Defects, Congenital",Multiple Sclerosis,"Cardiomyopathy, Dilated",Metabolic Syndrome X,Cardiomegaly,Asthenozoospermia,Liver Cirrhosis,Intervertebral Disc Degeneration,Head and Neck Neoplasms,"Anemia, Aplastic",Hematologic Neoplasms,"Carcinoma, Embryonal",Exfoliation Syndrome,Congenital Microtia,HIV Infections,Osteoarthritis,Hirschsprung Disease,Hyperglycemia,Brain Neoplasms,Mesothelioma,Primary Myelofibrosis,"Lymphoma, Mantle-Cell","Glaucoma, Open-Angle"
hsa-mir-144,0.742212,0.9064908,0.6203817,0.9495702,0.5125274,0.6299855,0.7126145,0.5730191,0.0025109,0.7116056,0.5052212,1.0469964,0.0280227,0.8963245,0.3895624,0.8088571,0.6213601,0.7460029,0.0406936,0.5513662,0.6087115,0.4576177,0.0406936,0.6089653,0.0406936,0.0406936,0.5381101,0.7863616,0.0406936,0.430363,0.0406936,0.7247593,0.0406936,1.1952194,0.6711836,0.8412773,0.1328891,0.0424706,0.5217197,0.6023156,0.0424706,0.8365064,0.0424706,0.7833932,0.5966729,0.4621022,0.4841396,0.0442475,0.0442475,0.7221275,0.6570775,0.0462214,0.7653178,0.7485391,0.6324421,0.1524964,0.4936513,0.5374786,0.0645619,0.5075554,0.4463503,0.3290047,0.1649896,0.0670462,0.5844479,0.0742424,0.6056654,0.8487734,0.358286,0.7315088,0.574187,0.5606645,0.6173087,0.270131,0.5585855,0.680235,0.6224091,0.0771117,0.0771117,0.663873,0.1672413,0.0771117,1.0828104,1.4352007,0.0801436,0.0801436,0.0801436,0.0801436,1.5928849,0.9885304,0.0821044,0.445393,0.5985226,0.0821044,0.0821044,0.4087828,0.8461774,1.5946758,0.0838953,0.3956571,0.0838953,0.6081354,0.0838953,0.0838953,0.0838953,0.6794064,0.0838953,0.0838953,0.0838953,0.7088067,0.0838953,0.0838953,0.0838953,1.6245392,0.100562,1.6128986,0.3737849,0.6870533,0.1035923,0.1035923,0.1035923,0.1035923,0.1035923,0.612761,0.1035923,0.7061981,0.1035923,0.6020366,0.1035923,0.5671913,0.1035923,0.1035923,0.4126253,1.5304452,0.1059549,0.1059549,0.1059549,0.5913267,0.3679548,0.1059549,0.1059549,0.1059549,0.1059549,0.1059549,0.1059549,0.1059549,0.1059549,0.6001935,0.1059549,0.7402398,0.1059549,0.5094915,0.1059549,0.1059549,1.5529688,0.1076498,0.7384139,0.2235788,0.7540433,0.7137215,0.1076498,0.9384002,0.6606944,0.1076498,0.1076498,1.6220007,0.4671945,0.9483561,0.723024,0.6540165,0.1100124,0.5780538,0.1100124,0.4886055,0.1100124,0.7443684,0.1100124,0.196155,1.5939765,0.111483,0.111483,0.5951853,0.7154586,0.111483,1.5436784,0.9139835,0.5179808,0.1131779,0.2166041,0.1131779
hsa-mir-193a,1.1257236,1.381918,0.9232402,1.4503436,0.7505369,0.9862343,1.1090789,0.8968895,0.0333458,1.1404354,0.8056462,1.5282692,0.0755882,1.3505128,0.617074,1.2938965,0.9327301,1.0710493,0.0884185,0.8484703,0.9926997,0.7206405,0.1016538,0.9835716,0.1055073,0.1055073,0.8725764,1.2338689,0.1280407,0.7105216,0.1280407,1.2213369,0.1322073,1.7764357,1.0950782,1.3603556,0.3088424,0.1617689,0.8480846,1.0150706,0.1617689,1.4017731,0.1644423,1.2385473,1.0197929,0.7809824,0.8789798,0.1965629,0.1965629,1.2808623,1.0924393,0.211099,1.2890317,1.3137736,1.0316884,0.3269209,0.8486914,0.9279742,0.2125696,0.8666806,0.742333,0.5862865,0.3540037,0.2125696,0.9423481,0.2125696,0.9944518,1.3907076,0.607272,1.2036687,0.9426561,0.9221901,1.0179519,0.5104689,0.9587559,1.1352641,1.0512014,0.2212214,0.2212214,1.1265611,0.340079,0.2212214,1.7277881,2.0515935,0.2271945,0.2271945,0.2271945,0.2271945,2.2081815,1.668508,0.2801356,0.8202301,1.0874746,0.2818513,0.2818513,0.7579675,1.4669807,2.2645552,0.285529,0.7454326,0.285529,1.0769278,0.285529,0.285529,0.285529,1.1932399,0.2874898,0.2874898,0.2874898,1.2694794,0.2894667,0.2894667,0.2894667,2.2968164,0.3061334,2.2863152,0.7100552,1.2137195,0.3106343,0.3106343,0.3106343,0.3106343,0.3106343,1.0857404,0.3106343,1.2225152,0.3106343,1.0481339,0.3106343,1.0152308,0.3106343,0.3106343,0.7600808,2.2153827,0.3129969,0.3129969,0.3129969,1.0555167,0.6927087,0.3129969,0.3129969,0.3129969,0.3129969,0.3129969,0.3129969,0.3129969,0.3129969,1.090677,0.3160272,1.2961236,0.3160272,0.9246081,0.3160272,0.3160272,2.2399106,0.3177221,1.3133833,0.4917148,1.3431013,1.2612958,0.3224473,1.5610129,1.1704354,0.3224473,0.3224473,2.3035697,0.85481,1.6215704,1.2712448,1.1899838,0.3329093,1.0451792,0.3329093,0.9024383,0.3329093,1.2766286,0.3329093,0.4592846,2.2910222,0.3343799,0.3343799,1.0634969,1.3106015,0.3560741,2.2665421,1.5891827,0.9724505,0.3626861,0.5134352,0.3626861
hsa-mir-4725,0.4319316,0.5623317,0.3442905,0.5941881,0.2445048,0.3526047,0.4123809,0.2949354,0,0.4033575,0.2642643,0.6348357,0,0.5021181,0.1825056,0.4378446,0.3301686,0.3923829,0,0.2653146,0.2889684,0.2190006,0,0.308655,0,0,0.2427876,0.4311,0,0.2019429,0,0.371529,0,0.7518951,0.3418434,0.4679928,0.0500814,0,0.2510397,0.306621,0,0.4583853,0,0.3998448,0.3000231,0.210618,0.226287,0,0,0.3641904,0.321534,0,0.4066848,0.383769,0.2785608,0.0698211,0.2102337,0.232416,0,0.2218491,0.1753911,0.1214415,0.0451953,0,0.2494557,0,0.2785419,0.4486158,0.1642968,0.3643938,0.2549313,0.2545632,0.2810628,0.0986724,0.2357856,0.3018069,0.2742741,0,0,0.3097008,0.0696222,0,0.6386967,0.9482668,0.0030319,0.0030319,0.0030319,0.0030319,1.0747822,0.5584945,0.0049927,0.1832827,0.2943985,0.0049927,0.0049927,0.1649434,0.449842,1.076573,0.0067835,0.1630676,0.0067835,0.2728298,0.0067835,0.0067835,0.0067835,0.3331748,0.0067835,0.0067835,0.0067835,0.3323333,0.0067835,0.0067835,0.0067835,1.0645337,0.0067835,1.054739,0.1354538,0.3188045,0.0067835,0.0067835,0.0067835,0.0067835,0.0067835,0.2659493,0.0067835,0.3210653,0.0067835,0.2670491,0.0067835,0.240923,0.0067835,0.0067835,0.155063,0.9796097,0.0067835,0.0067835,0.0067835,0.2514566,0.1320554,0.0067835,0.0067835,0.0067835,0.0067835,0.0067835,0.0067835,0.0067835,0.0067835,0.254567,0.0067835,0.3439712,0.0067835,0.1998722,0.0067835,0.0067835,1.0026335,0.0067835,0.339023,0.0634835,0.3513431,0.3256175,0.0067835,0.5200661,0.2847962,0.0067835,0.0067835,1.0609562,0.1866647,0.5061206,0.3244511,0.281144,0.0067835,0.2435348,0.0067835,0.1884971,0.0067835,0.3518426,0.0067835,0.0485093,1.0549856,0.0082541,0.0082541,0.2467685,0.3214199,0.0082541,0.989912,0.4681613,0.2021375,0.0082541,0.061616,0.0082541
hsa-mir-152,0.8576901,1.0432386,0.6869178,1.1250337,0.5512315,0.7327408,0.8762885,0.6647408,0.0338084,0.8124065,0.6025886,1.1852364,0.0593202,1.0385048,0.4721663,0.9441083,0.7705773,0.8246862,0.0814707,0.6389433,0.711144,0.5447052,0.0814707,0.7143201,0.0814707,0.0814707,0.6245766,0.8995122,0.0814707,0.5174928,0.0814707,0.8559072,0.0814707,1.3849735,0.7830013,0.9664438,0.1838137,0.0832477,0.6524461,0.7543014,0.1058874,1.0314864,0.1085607,0.907875,0.7231851,0.5669964,0.6433182,0.1353285,0.1353285,0.8906562,0.7810533,0.1353285,0.9474624,0.9233811,0.7339887,0.2371554,0.6066108,0.6592986,0.1353285,0.6160995,0.5262507,0.4190094,0.2413989,0.1353285,0.676485,0.1353285,0.7140717,1.0165419,0.4454919,0.8731539,0.6747615,0.6648111,0.7248879,0.3488607,0.6575229,0.7853238,0.7350354,0.1353285,0.1353285,0.7950933,0.2397555,0.1353285,1.3139469,1.6262557,0.1413016,0.1413016,0.1413016,0.1413016,1.7939929,1.2568728,0.1942428,0.6197656,0.76468,0.1967755,0.1967755,0.5575225,1.0769413,1.8492968,0.1985663,0.5380571,0.1985663,0.7700168,0.1985663,0.1985663,0.1985663,0.8626835,0.1985663,0.1985663,0.1985663,0.8924735,0.1985663,0.1985663,0.1985663,1.8784888,0.215233,1.869235,0.5171893,0.873349,0.2182633,0.2182633,0.2182633,0.2182633,0.2182633,0.7775656,0.2182633,0.8803159,0.2182633,0.8017713,0.2199474,0.7566088,0.2218342,0.2218342,0.5611648,1.7891168,0.2241968,0.2241968,0.2241968,0.7648916,0.5138321,0.2241968,0.2241968,0.2241968,0.2241968,0.2241968,0.2241968,0.2241968,0.2241968,0.7706633,0.2241968,0.9314951,0.2241968,0.6631142,0.2241968,0.2241968,1.8145267,0.2258917,0.9379249,0.3539239,0.9682522,0.8995768,0.228922,1.1719078,0.8310103,0.228922,0.228922,1.883141,0.6260588,1.1935385,0.9063512,0.8288045,0.2312846,0.7456985,0.2312846,0.6486947,0.2312846,0.9315629,0.2312846,0.3261761,1.8612935,0.2327552,0.2327552,0.7576559,0.9060695,0.2327552,1.8090703,1.1639894,0.6849203,0.2363369,0.3486686,0.2363369
hsa-mir-10a,0.9100944,1.1178369,0.7806494,1.2039072,0.6067212,0.8286912,0.907839,0.7257222,0.0200241,0.947444,0.6913945,1.2954137,0.0679631,1.0988924,0.518234,1.0587389,0.793571,0.8925566,0.0732263,0.7151234,0.8180158,0.6058129,0.0864616,0.7999474,0.0864616,0.0864616,0.7052224,1.0337548,0.1089949,0.6010384,0.1089949,0.9985231,0.1131616,1.5163061,0.915639,1.0968855,0.2347062,0.12111,0.7327731,0.8273892,0.1284276,1.1536287,0.1311009,1.0150719,0.8575554,0.6613185,0.6771549,0.1364538,0.1364538,0.9881913,0.8807377,0.1384276,1.0353856,1.0399225,0.8120641,0.2408494,0.667957,0.7215853,0.1398982,0.6832993,0.5740636,0.4589383,0.260581,0.1398982,0.7387807,0.1398982,0.7850218,1.104232,0.4796869,0.9474952,0.7505752,0.7239865,0.8055589,0.3835507,0.7401919,0.8711356,0.812335,0.1398982,0.1398982,0.8774446,0.2435701,0.1398982,1.4189629,1.7352497,0.1458713,0.1458713,0.1458713,0.1458713,1.8923777,1.3658784,0.1988124,0.670462,0.876493,0.2030608,0.2030608,0.609949,1.18481,1.9512841,0.2067385,0.5922364,0.2067385,0.8503816,0.2067385,0.2067385,0.2067385,0.9329458,0.2067385,0.2067385,0.2067385,0.9846247,0.2067385,0.2067385,0.2067385,1.9801187,0.2234051,1.9698497,0.5609672,0.9516023,0.2264354,0.2264354,0.2264354,0.2264354,0.2264354,0.8705618,0.2264354,0.9750662,0.2264354,0.8373986,0.2264354,0.8011295,0.2264354,0.2264354,0.6102035,1.8894699,0.228798,0.228798,0.228798,0.8298441,0.5490189,0.228798,0.228798,0.228798,0.228798,0.228798,0.228798,0.228798,0.228798,0.8438715,0.228798,1.025712,0.228798,0.7319682,0.228798,0.228798,1.9170426,0.230493,1.030008,0.3780003,1.0412733,0.9916158,0.230493,1.2591138,0.9175161,0.230493,0.230493,1.9770943,0.6784051,1.2827425,0.9869863,0.9346765,0.2358859,0.8185207,0.2358859,0.7094947,0.2358859,1.0094458,0.2358859,0.3449119,1.9612894,0.2373565,0.2373565,0.8393647,0.9979375,0.2373565,1.910391,1.2581515,0.7339933,0.2409382,0.3712618,0.2409382
hsa-mir-142,1.174878,1.437267,1.0452011,1.4627786,0.8037437,1.0790586,1.1392101,0.9551466,0.0170784,1.160973,0.8414001,1.5724867,0.0425902,1.3932668,0.6666734,1.3361465,0.9647939,1.1479079,0.0605243,0.9042815,1.0145405,0.7561226,0.0605243,1.0161677,0.0605243,0.0605243,0.9128333,1.2629288,0.0830576,0.7791966,0.0893538,1.2682176,0.0935205,1.8058563,1.1320625,1.4110271,0.2741165,0.1230821,0.8743184,1.0921918,0.1384042,1.4605693,0.1410775,1.3144745,1.0876723,0.8381833,0.9199375,0.1749751,0.1749751,1.3381901,1.109033,0.1875374,1.3375043,1.3902029,1.0873889,0.285569,0.8964476,0.9829223,0.189008,0.9234386,0.7766927,0.624113,0.3649292,0.189008,0.9843992,0.189008,1.0400561,1.436896,0.6361471,1.2496411,0.9878383,0.967888,1.0894141,0.5385367,1.0288267,1.173688,1.1033638,0.1947904,0.1947904,1.2066391,0.3039292,0.1982629,1.7751357,2.097142,0.2042359,0.2042359,0.2042359,0.2042359,2.2452367,1.727319,0.2571771,0.872544,1.1214429,0.2588928,0.2588928,0.8108925,1.47966,2.2997236,0.2606836,0.7980367,0.2606836,1.1306839,0.2606836,0.2606836,0.2606836,1.2011782,0.2606836,0.2606836,0.2606836,1.3249747,0.2626606,0.2626606,0.2626606,2.329899,0.2793273,2.3208801,0.7773324,1.2304878,0.2853879,0.2853879,0.2853879,0.2853879,0.2853879,1.1751171,0.2868585,1.3164648,0.2883291,1.090077,0.2883291,1.0750339,0.2902159,0.2902159,0.8139034,2.2524626,0.2925785,0.2925785,0.2925785,1.1414864,0.7327955,0.2956088,0.2956088,0.2956088,0.2956088,0.2956088,0.2956088,0.2956088,0.2956088,1.1288801,0.2956088,1.3663181,0.2956088,1.0090388,0.2970794,0.2970794,2.2768177,0.2987743,1.3769475,0.5333495,1.3733141,1.3504666,0.3082279,1.6561557,1.2703288,0.3120385,0.3120385,2.3508716,0.940296,1.6967784,1.3251441,1.2468,0.317955,1.2023447,0.3812126,1.03145,0.3812126,1.4247446,0.3842429,0.5402453,2.4018719,0.3857135,0.3857135,1.224294,1.4423547,0.4097703,2.3819792,1.7231832,1.0686564,0.413352,0.5888448,0.413352
hsa-mir-454,0.6077682,0.7601985,0.4998807,0.7970985,0.3755169,0.5082237,0.5696973,0.4362597,0,0.5704128,0.3954249,0.8402877,0,0.7254485,0.2902076,0.6242894,0.4739903,0.600811,0.0126709,0.4166746,0.4469929,0.3365386,0.0126709,0.5007092,0.0165245,0.0165245,0.3961058,0.6175751,0.0165245,0.3251318,0.0165245,0.5534402,0.0165245,0.9997646,0.5046701,0.6604628,0.0872519,0.0165245,0.3918452,0.4516196,0.0165245,0.6633806,0.0165245,0.5809433,0.4606241,0.3750682,0.3602002,0.0201415,0.0201415,0.5497159,0.4818577,0.0201415,0.5970613,0.5764243,0.4412038,0.0983731,0.3475534,0.3780004,0.0201415,0.3576163,0.296014,0.2160013,0.0952564,0.0201415,0.3875593,0.0201415,0.4263493,0.6441196,0.2568343,0.5373859,0.4039744,0.3872308,0.437917,0.1660234,0.3909388,0.4652797,0.4286047,0.0201415,0.0201415,0.4772056,0.1014196,0.0201415,0.8720383,1.2284336,0.0231734,0.0231734,0.0231734,0.0231734,1.4074379,0.7731341,0.0251342,0.3101813,0.447614,0.0251342,0.0251342,0.275453,0.6437321,1.4092288,0.0269251,0.2730148,0.0269251,0.4350949,0.0269251,0.0269251,0.0269251,0.4907581,0.0269251,0.0269251,0.0269251,0.5096356,0.0269251,0.0269251,0.0269251,1.4404367,0.0435917,1.4288852,0.2513189,0.5019788,0.046622,0.046622,0.046622,0.046622,0.046622,0.4480661,0.046622,0.5201282,0.046622,0.4334105,0.046622,0.4003994,0.046622,0.046622,0.2875574,1.3375165,0.0489847,0.0489847,0.0489847,0.4194445,0.2457814,0.0489847,0.0489847,0.0489847,0.0489847,0.0489847,0.0489847,0.0489847,0.0489847,0.4208836,0.0489847,0.5425348,0.0489847,0.3567739,0.0489847,0.0489847,1.3659486,0.0506796,0.536802,0.1433994,0.5523927,0.5232561,0.0506796,0.7547388,0.4742457,0.0506796,0.0506796,1.4367175,0.3282568,0.7392004,0.5208595,0.473101,0.0530422,0.4226479,0.0530422,0.34243,0.0530422,0.551752,0.0530422,0.1197169,1.4098885,0.0545128,0.0545128,0.4268572,0.5144803,0.0545128,1.3474611,0.6976899,0.3559185,0.0562077,0.1382436,0.0562077
hsa-mir-301a,0.8020116,1.0145416,0.6368773,1.0661471,0.5028803,0.6746039,0.7775918,0.608948,0.0333458,0.7601579,0.5343803,1.12449,0.0588576,0.9785171,0.420662,0.8817887,0.6539816,0.7559345,0.0664247,0.5672837,0.6353768,0.4786157,0.0664247,0.6415976,0.0664247,0.0664247,0.5529368,0.8187068,0.0664247,0.449579,0.0664247,0.7780727,0.0664247,1.2977159,0.6967913,0.9356681,0.1838261,0.0898148,0.5541428,0.6620834,0.0898148,0.9494493,0.0924882,0.8344338,0.6369945,0.4896609,0.5230716,0.0924882,0.0924882,0.8275938,0.6872874,0.1050504,0.8400003,0.8306412,0.6450171,0.2052024,0.5210493,0.566097,0.1050504,0.5341632,0.4416036,0.3423309,0.1976298,0.1050504,0.5854857,0.1050504,0.6340002,0.9006297,0.3847056,0.7878399,0.588282,0.5869545,0.6360117,0.2963877,0.5703855,0.6951444,0.6487476,0.1050504,0.1050504,0.7068165,0.2079303,0.1050504,1.1852952,1.5291832,0.1080823,0.1080823,0.1080823,0.1080823,1.6960123,1.0698652,0.1100431,0.4569499,0.6349186,0.1100431,0.1100431,0.4193254,0.9167527,1.6978032,0.111834,0.4111596,0.111834,0.6681012,0.1248477,0.1248477,0.1248477,0.7697919,0.1268085,0.1268085,0.1268085,0.7672548,0.1268085,0.1268085,0.1268085,1.7423045,0.1434752,1.7315963,0.4041359,0.7678394,0.1479761,0.1479761,0.1479761,0.1479761,0.1479761,0.6477074,0.1479761,0.7525205,0.1479761,0.6409133,0.1479761,0.5992748,0.1479761,0.1479761,0.434591,1.6557282,0.1503387,0.1503387,0.1503387,0.632403,0.3953097,0.1503387,0.1503387,0.1503387,0.1503387,0.1503387,0.1503387,0.1503387,0.1503387,0.6467841,0.1503387,0.8001693,0.1503387,0.5385114,0.1503387,0.1503387,1.6750388,0.1520336,0.7993244,0.2620523,0.8448824,0.7669604,0.1550639,1.0479548,0.7044761,0.1550639,0.1550639,1.744563,0.5063601,1.0735437,0.7757148,0.7022793,0.1588971,0.6178692,0.1588971,0.5240766,0.1588971,0.7885308,0.1588971,0.2402175,1.7202432,0.1603677,0.1603677,0.6308832,0.7775949,0.1603677,1.6723346,0.9981689,0.5517158,0.1620626,0.2635871,0.1620626
hsa-mir-21,1.7513613,2.0912017,1.5372834,2.1518586,1.2313277,1.5912372,1.7500471,1.5390684,0.1046295,1.8214025,1.4242663,2.3214254,0.1525685,2.0877475,1.1535071,2.0264279,1.5873636,1.7519259,0.1902135,1.5046736,1.6865851,1.3452449,0.2243579,1.651583,0.2282114,0.2282114,1.5282139,1.9920227,0.2548328,1.3368558,0.261129,1.9979927,0.2652956,2.6843187,1.8223591,2.1607498,0.5039875,0.2948572,1.5005743,1.7399208,0.3174969,2.2274872,0.3201703,2.0435437,1.7501794,1.4298873,1.4314956,0.3576849,0.3576849,2.0598721,1.7910854,0.372221,2.124299,2.1393209,1.7946519,0.5526492,1.5201521,1.6278193,0.4046878,1.5819024,1.3212807,1.1433945,0.7440546,0.4290213,1.7118198,0.4362174,1.7645512,2.2696539,1.1137407,2.0275585,1.6890988,1.702691,1.8444928,1.0507305,1.7156853,1.9825877,1.9094654,0.4936259,0.4936259,1.9948963,0.6571885,0.4970983,2.7542542,3.1153457,0.5030714,0.5030714,0.5030714,0.5030714,3.2907446,2.6886652,0.5560126,1.5405758,1.8107732,0.560261,0.560261,1.4677054,2.36999,3.3516118,0.5658994,1.446415,0.5683579,1.9181687,0.5813717,0.5813717,0.5813717,2.0404343,0.5833325,0.5833325,0.5833325,2.1589991,0.5853095,0.5853095,0.5853095,3.3987162,0.6019761,3.3891384,1.3669536,2.0542251,0.6095073,0.6095073,0.6095073,0.6095073,0.6095073,1.9523748,0.6109779,2.130339,0.6124485,1.8909608,0.6141326,1.7679438,0.6160194,0.6160194,1.4669944,3.3214904,0.6204653,0.6204653,0.6204653,1.8755216,1.3566032,0.6265259,0.6265259,0.6265259,0.6265259,0.6265259,0.6265259,0.6265259,0.6265259,1.9091069,0.6295562,2.2596388,0.6316396,1.7180449,0.6331102,0.6331102,3.3489837,0.6348051,2.2247822,1.0159688,2.2508516,2.194974,0.647289,2.5780694,2.0713005,0.6510996,0.6510996,3.4368364,1.6305128,2.6522225,2.1962765,2.0630765,0.6636449,1.9342327,0.7269025,1.7501464,0.729172,2.2867435,0.7322023,1.0184419,3.4981183,0.7367032,0.7367032,2.0171306,2.3133149,0.76076,3.4775092,2.6736539,1.8288743,0.767372,1.0873472,0.7704023
hsa-mir-338,0.8780661,1.1088189,0.7139304,1.1973874,0.5761381,0.7967122,0.9211637,0.710363,0.0270191,0.87707,0.6482104,1.2778256,0.0582275,1.1203372,0.4825351,1.0484613,0.7818678,0.8645076,0.0710577,0.6679323,0.7457913,0.5535243,0.0710577,0.7417719,0.0710577,0.0710577,0.6497964,0.9559413,0.0710577,0.5253768,0.0710577,0.9286971,0.0752244,1.4794795,0.825238,1.0853502,0.2079429,0.0986145,0.6585684,0.7695402,0.0986145,1.1107819,0.1012879,0.9887576,0.7512395,0.5826821,0.6224864,0.1030649,0.1030649,0.9332357,0.8178072,0.1050387,0.9783339,0.9682314,0.7466037,0.2054796,0.59856,0.6514035,0.1050387,0.6064062,0.5102745,0.392973,0.2147424,0.1050387,0.6742923,0.1050387,0.7275633,1.0805129,0.4246919,0.8953406,0.7079567,0.6744335,0.7389689,0.3373124,0.6710009,0.8113073,0.7542698,0.1106501,0.1106501,0.8255336,0.2133086,0.1106501,1.393177,1.7016311,0.1166231,0.1166231,0.1166231,0.1166231,1.859561,1.3269355,0.1695643,0.5901154,0.7777582,0.1695643,0.1695643,0.536821,1.1518697,1.9142191,0.173242,0.5282299,0.173242,0.7839748,0.173242,0.173242,0.173242,0.8833186,0.173242,0.173242,0.173242,0.9289234,0.173242,0.173242,0.173242,1.9431023,0.1899086,1.9317812,0.4999397,0.8914451,0.1929389,0.1929389,0.1929389,0.1929389,0.1929389,0.7874591,0.1929389,0.9110831,0.1929389,0.7731185,0.1929389,0.756378,0.1948257,0.1948257,0.5420934,1.8569305,0.1971883,0.1971883,0.1971883,0.7709455,0.4917745,0.1971883,0.1971883,0.1971883,0.1971883,0.1971883,0.1971883,0.1971883,0.1971883,0.7799041,0.1971883,0.9579232,0.1971883,0.6592798,0.1971883,0.1971883,1.8833341,0.1988833,0.9720805,0.3304921,1.0056784,0.9239098,0.2019136,1.2251668,0.8547673,0.2019136,0.2019136,1.9463405,0.6154952,1.2730379,0.9489607,0.8563246,0.2093452,0.7564246,0.2093452,0.647053,0.2093452,0.9539224,0.2093452,0.3076477,1.9266757,0.2108158,0.2108158,0.7686538,0.9383956,0.2108158,1.8803358,1.217884,0.679738,0.2143975,0.3336628,0.2143975
